artist,title,year,youtube_link,spotify_link,base_year
Adamo,Dolce Paola,1964,https://www.youtube.com/watch?v=juyEiQrRwak,https://open.spotify.com/track/2i7BnaFeJvfHhzWZs9qB6F,2017
Adamo,Inch' Allah,1967,https://www.youtube.com/watch?v=qIkrsBOymAY,https://open.spotify.com/track/2CcOzLNvBpIkVR39Z2Nzzd,2016
Adamo,Les Filles Du Bord De Mer,1964,https://www.youtube.com/watch?v=fh5oydvwqZU,https://open.spotify.com/track/2rWLJmQnTWWOBEYveCLVCY,2016
Adamo,Quand Les Roses,1964,https://www.youtube.com/watch?v=cnpueOFw5aQ,https://open.spotify.com/track/1FfDswzkGiYoHtbPI6iLdg,2018
Adamo,Tombe La Neige,1963,https://www.youtube.com/watch?v=_64nc_NLE_I,https://open.spotify.com/track/3d7EDEz4PLcXP9pufWVu6Y,2016
Adamo,"Vous Permettez, Monsieur",1963,https://www.youtube.com/watch?v=7jECVTHcP00,https://open.spotify.com/track/7yH7kRwkugC5Ww3Vxb045a,2018
Adamski & Seal,Killer,1990,https://www.youtube.com/watch?v=LtYujyhvIyQ,https://open.spotify.com/track/5jhDeobWatA1XAHWKOWPh2,2019
Adele,Hello,2015,https://www.youtube.com/watch?v=YQHsXMglC9A,https://open.spotify.com/track/1MDoll6jK4rrk2BcFRP5i7,2018
Adele,Make You Feel My Love,2008,https://www.youtube.com/watch?v=0put0_a--Ng,https://open.spotify.com/track/5FgPwJ7Nh2FVmIXviKl2VF,2016
Adele,Rolling In The Deep,2010,https://www.youtube.com/watch?v=rYEDA3JcQqw,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X,2016
Adele,Set Fire To The Rain,2011,https://www.youtube.com/watch?v=a2giXO6eyuI,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi,2016
Adele,Someone Like You,2011,https://www.youtube.com/watch?v=hLQl3WQQoQ0,https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,2016
Admiral Freebee,Rags 'n' Run,2002,https://www.youtube.com/watch?v=Ajd810dHxcM,https://open.spotify.com/track/3hUSTeZvKBhIq52JC35j4Y,2022
Adriano Celentano,Prisencolinensinainciusol,1972,https://www.youtube.com/watch?v=bQDY3HFkh_Y,https://open.spotify.com/track/05JZ5FjuflMEY9uq5ogBYF,2016
Aerosmith,Dream On,1973,https://www.youtube.com/watch?v=JojwHc1MKag,https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH,2021
Aerosmith,Love In An Elevator,1989,https://www.youtube.com/watch?v=h3Yrhv33Zb8,https://open.spotify.com/track/1nZ2TI2hNPGDYyesyaaASn,2023
Afghan Whigs,Debonair,1993,https://www.youtube.com/watch?v=oJwWmz8Mp3U,https://open.spotify.com/track/2NGa00eaFm9aMGzn6GkE9z,2017
Agnes Obel,Riverside,2010,https://www.youtube.com/watch?v=vjncyiuwwXQ,https://open.spotify.com/track/7iHl6LcHD94l5VpmfrBUmG,2016
Air,Kelly Watch The Stars,1998,https://www.youtube.com/watch?v=Rui0hzN-EFE,https://open.spotify.com/track/5tR13oIwi5J3elcTZPTTIU,2017
Air,Sexy Boy,1997,https://www.youtube.com/watch?v=wouKI_myXxk,https://open.spotify.com/track/6INLpBxo9F5QMer04VXEnd,2019
Air & Beth Hirsch,All I Need,1997,https://www.youtube.com/watch?v=kxWFyvTg6mc,https://open.spotify.com/track/6T10XPeC9X5xEaD6tMcK6M,2016
Al Green,Let's Stay Together,1971,https://www.youtube.com/watch?v=XXx6RDzR6eM,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,2016
Al Green,Take Me To The River,1974,https://www.youtube.com/watch?v=9FBUgdhxe9M,https://open.spotify.com/track/62r1CS9zL1FL5Ilb7hLX7n,2023
Al Jarreau,Roof Garden,1981,https://www.youtube.com/watch?v=AD7PQySHAZc,https://open.spotify.com/track/1CpDrx0Q7f2Wv3tBXDMt6z,2017
Al Stewart,Year Of The Cat,1976,https://www.youtube.com/watch?v=ir8ZEYnz1mg,https://open.spotify.com/track/2NQhQlcVAcDRN3jf6FDTlm,2016
Alabama Shakes,Hold On,2012,https://www.youtube.com/watch?v=Le-3MIBxQTw,https://open.spotify.com/track/3zzZVLdBKRW8JH7GhFPyvu,2023
Alan Parsons Project,Eye In The Sky,1982,https://www.youtube.com/watch?v=TMrD_evZorw,https://open.spotify.com/track/6HeUUcKdDELB4REHiHufBC,2016
Alan Parsons Project,Old And Wise,1982,https://www.youtube.com/watch?v=FDlDKvidYbk,https://open.spotify.com/track/5qdlMWYpCtJFsHey3rXYms,2017
Alanis Morissette,Ironic,1995,https://www.youtube.com/watch?v=Jne9t8sHpUc,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE,2018
Alanis Morissette,You Oughta Know,1995,https://www.youtube.com/watch?v=NPcyTyilmYY,https://open.spotify.com/track/3jS7bB0oXVOwGFZn3aE5NV,2016
Alannah Myles,Black Velvet,1989,https://www.youtube.com/watch?v=XDUFuuQaMr0,https://open.spotify.com/track/13PelZgssOOnZc5Te3CI8x,2023
Alice Cooper,Poison,1989,https://www.youtube.com/watch?v=Qq4j1LtCdww,https://open.spotify.com/track/1iQpStZpzBb5TOuTDKJKdj,2021
Allman Brothers Band,Jessica,1973,https://www.youtube.com/watch?v=NRE3Bv1goyI,https://open.spotify.com/track/6NrCiCDhVXK19TdbqUBNf7,2016
Alphaville,Big In Japan,1984,https://www.youtube.com/watch?v=tl6u2NASUzU,https://open.spotify.com/track/3BZGi1yUqQyCNC868AqUGG,2017
Althia & Donna,Up Town Top Ranking,1977,https://www.youtube.com/watch?v=joh37lrvf-s,https://open.spotify.com/track/34zWZOSpU2V1ab0PiZCcv4,2025
Amadou & Mariam,La RÃ©alitÃ©,2004,https://www.youtube.com/watch?v=7O4lGQsf8Tw,https://open.spotify.com/track/4N9asu4Klm2B5HC5QdxrfR,2016
Amatorski,Come Home,2010,https://www.youtube.com/watch?v=7-5J74xwA8A,https://open.spotify.com/track/2iE6BjDzzTOFDEvxMd82lZ,2018
America,A Horse With No Name,1971,https://www.youtube.com/watch?v=oIYgsqhwXzM,https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt,2016
Amy Winehouse,Back To Black,2006,https://www.youtube.com/watch?v=TJAfLE39ZZ8,https://open.spotify.com/track/30FURVTCpbKyykjSEQzGkH,2016
Amy Winehouse,Love Is A Losing Game,2006,https://www.youtube.com/watch?v=nMO5Ko_77Hk,https://open.spotify.com/track/3uliGwmB52ZA7brgpZMzyH,2017
Amy Winehouse,Rehab,2006,https://www.youtube.com/watch?v=KUmZp8pR1uc,https://open.spotify.com/track/3N4DI1vuTSX1tz7fa2NQZw,2016
Amy Winehouse,Tears Dry On Their Own,2006,https://www.youtube.com/watch?v=ojdbDYahiCQ,https://open.spotify.com/track/6yLX8QnxlnEqZfs3YKCfjF,2016
Amy Winehouse,Valerie,2007,https://www.youtube.com/watch?v=_naArkkHMMs,https://open.spotify.com/track/4BfRDZLIiznSnwU7DdDL9N,2022
Amy Winehouse,You Know I'm No Good,2007,https://www.youtube.com/watch?v=b-I2s5zRbHg,https://open.spotify.com/track/4zQuwW24dweWcaX0fEJkP2,2016
Andrea Bocelli,Con Te PartirÃ²,1995,https://www.youtube.com/watch?v=nVUHHW1tJYA,https://open.spotify.com/track/7zrpoAJte9o12TzawqgdD0,2019
AndrÃ© Brasseur,Early Bird,1965,https://www.youtube.com/watch?v=SMz-JPnUb1A,https://open.spotify.com/track/2nuNNuvt8P0tOY01q9zspN,2017
AndrÃ© Hazes,'n Beetje Verliefd,1981,https://www.youtube.com/watch?v=3kufNNxyACg,https://open.spotify.com/track/0XLlGrXn98Td1cPAeKcZns,2017
Angelo Branduardi,La Pulce d'Acqua,1977,https://www.youtube.com/watch?v=fB24_kIPIB4,https://open.spotify.com/track/5jFD6SEWH4V3GSo87tkvLk,2018
Angie Stone,Wish I Didn't Miss You,2002,https://www.youtube.com/watch?v=9PWz-NubVpM,https://open.spotify.com/track/3tZm76otWH20xzJC7icHCk,2016
AngÃ¨le,La Thune,2018,https://www.youtube.com/watch?v=m3YX8zlR4BU,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2,2021
AngÃ¨le & RomÃ©o Elvis,Tout Oublier,2018,https://www.youtube.com/watch?v=Fy1xQSiLx8U,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2021
Animals,Don't Let Me Be Misunderstood,1965,https://www.youtube.com/watch?v=_2sz_YwwwQ4,https://open.spotify.com/track/0KpTFH1SzexN8SGc0GPILC,2016
Animals,The House Of The Rising Sun,1964,https://www.youtube.com/watch?v=N4bFqW_eu2I,https://open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l,2016
Ann Christy,Dag Vreemde Man,1971,https://www.youtube.com/watch?v=H0Q8n06C3w8,https://open.spotify.com/track/753pASIa5KFNI1wO9u3pDv,2016
Ann Christy,De Roos,1980,https://www.youtube.com/watch?v=I2zVL2g2gY0,https://open.spotify.com/track/1dddtnPfWXuQkBdTjfvaEt,2016
Anne Clark,Our Darkness,1984,https://www.youtube.com/watch?v=OguHIyNNblM,https://open.spotify.com/track/09QcX1GC5LylW50EaLBAT5,2016
Anne Clark,Sleeper In Metropolis,1983,https://www.youtube.com/watch?v=b6ASPWIXSxk,https://open.spotify.com/track/0BnMXGSKIOTqroiBpXgLTV,2016
Annie Lennox,Why,1992,https://www.youtube.com/watch?v=HG7I4oniOyA,https://open.spotify.com/track/1S9EUrYtt3KgJP76nXmX9v,2023
Anouk,Nobody's Wife,1997,https://www.youtube.com/watch?v=3RaHTDNude4,https://open.spotify.com/track/1Q0p30HuN1ADMX2CmPzIvO,2018
Antony & The Johnsons,Hope There's Someone,2005,https://www.youtube.com/watch?v=avabPY3XgRc,https://open.spotify.com/track/1AHPsqF3EtHeWpOM06Y3Y4,2017
Antony & The Johnsons & Boy George,You Are My Sister,2005,https://www.youtube.com/watch?v=VhYiz9FRKAc,https://open.spotify.com/track/0th6v9UFiAgT5XgAEp5zbE,2016
Aphrodite's Child,Rain And Tears,1968,https://www.youtube.com/watch?v=5HP1DdiqaEs,https://open.spotify.com/track/3gE5067onHssnwibln70ef,2020
Arcade Fire,Everything Now,2017,https://www.youtube.com/watch?v=nrUlpPUAYzI,https://open.spotify.com/track/07Ugv4TA7PvQfoqetnmLrS,2019
Arcade Fire,Intervention,2007,https://www.youtube.com/watch?v=ZO7ZWfvCjBE,https://open.spotify.com/track/7Bl5Fqa2g1UFs2O1VJiKhb,2016
Arcade Fire,No Cars Go,2007,https://www.youtube.com/watch?v=P77GfpzqDvQ,https://open.spotify.com/track/51xBgzcyzojRpqFW2ICQAB,2016
Arcade Fire,Rebellion (Lies),2004,https://www.youtube.com/watch?v=8vN2vqaEBhM,https://open.spotify.com/track/0xOeB16JDbBJBJKSdHbElT,2016
Arcade Fire,The Suburbs,2010,https://www.youtube.com/watch?v=5Euj9f3gdyM,https://open.spotify.com/track/2UWdUez9MB9yzL7Y81Mcip,2016
Arcade Fire,Wake Up,2005,https://www.youtube.com/watch?v=sJRPPUr1yic,https://open.spotify.com/track/6Hmj7SrLRbreLVfVS7mV1S,2018
Arctic Monkeys,505,2007,https://www.youtube.com/watch?v=qU9mHegkTc4,https://open.spotify.com/track/0BxE4FqsDD1Ot4YuBXwAPp,2020
Arctic Monkeys,Crying Lightning,2009,https://www.youtube.com/watch?v=fLsBJPlGIDU,https://open.spotify.com/track/6wVWJl64yoTzU27EI8ep20,2019
Arctic Monkeys,Do I Wanna Know,2013,https://www.youtube.com/watch?v=bpOSxM0rNPM,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,2019
Arctic Monkeys,I Bet You Look Good On The Dancefloor,2005,https://www.youtube.com/watch?v=pK7egZaT3hs,https://open.spotify.com/track/6uV5q0yxaOujbxkwUCUEEf,2016
Arctic Monkeys,Why'd You Only Call Me When You're High,2013,https://www.youtube.com/watch?v=6366dxFf-Os,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,2017
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,https://www.youtube.com/watch?v=8jCFzreP1ng,https://open.spotify.com/track/5K09WxKdlkroDyEVyOSySy,2016
Aretha Franklin,I Say A Little Prayer,1968,https://www.youtube.com/watch?v=TDyiREoBw0o,https://open.spotify.com/track/3NfxSdJnVdon1axzloJgba,2016
Aretha Franklin,Respect,1967,https://www.youtube.com/watch?v=6FOUqQt3Kg0,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,2016
Aretha Franklin,Think,1968,https://www.youtube.com/watch?v=P9yIoSpWWNE,https://open.spotify.com/track/4yQw7FR9lcvL6RHtegbJBh,2016
Armand,Ben Ik Te Min,1967,https://www.youtube.com/watch?v=KYiYKiw4N5o,https://open.spotify.com/track/7KP1dlIRUlhIZFoXEhRiDW,2023
Arno,Forget The Cold Sweat,1986,https://www.youtube.com/watch?v=ukyMy_uxXso,https://open.spotify.com/track/2s3DBq19bG3QpTBKg2AH6f,2023
Arno,Les Filles Du Bord De Mer,1993,https://www.youtube.com/watch?v=iVS_5R7JwKs,https://open.spotify.com/track/32adcd0L2XLJS0I8D7pzcx,2016
Arno,Les Yeux De Ma MÃ¨re,1995,https://www.youtube.com/watch?v=tiF-0scv11Q,https://open.spotify.com/track/3NDpi3crTO1FUMogOztMkx,2016
Arno,Mourir Ã Plusieurs,2006,https://www.youtube.com/watch?v=KlrM62LUH-4,https://open.spotify.com/track/6HF2NafNWinMCGqV4136L1,2017
Arno,Solo Gigolo,2002,https://www.youtube.com/watch?v=UaBPYc3id1Y,https://open.spotify.com/track/2VmPzMd2NKUZyNNL1seAez,2022
Arno,Vive Ma LibertÃ©,1993,https://www.youtube.com/watch?v=86u3GqQ9b3Q,https://open.spotify.com/track/72turotC0y5VI0W3VMAcwj,2016
Arsenal,Estupendo,2008,https://www.youtube.com/watch?v=2sqUPVeMYg0,https://open.spotify.com/track/2ePGP9MI8dTNjq5NkNBPdA,2024
Arsenal,Melvin,2011,https://www.youtube.com/watch?v=X9H2eJ4UsZc,https://open.spotify.com/track/4kNo11vdrnyVkBkuc1dQTT,2018
Arsenal,Saudade,2005,https://www.youtube.com/watch?v=D_-zAvEAEdM,https://open.spotify.com/track/6ziPqnlGFgmSsjqwEF1K31,2025
Art Of Noise,Moments In Love,1987,https://www.youtube.com/watch?v=ux3u31SAeEM,https://open.spotify.com/track/3NQ6b3KBgNpWkwEb2X4Owm,2023
Arthur Conley,Sweet Soul Music,1967,https://www.youtube.com/watch?v=grE0lwTsSPg,https://open.spotify.com/track/0pvA063uNyGQFp7DNtmk0P,2016
Avalanches,Since I Left You,2000,https://www.youtube.com/watch?v=wpqm-05R2Jk,https://open.spotify.com/track/2DgFCys3XMrWZDngu1CrRy,2025
Axelle Red,Rouge Ardent,2013,https://www.youtube.com/watch?v=hIjCUnzRY_8,https://open.spotify.com/track/6e14wtXGcVXULGCwP8IQxu,2018
Axelle Red,SensualitÃ©,1993,https://www.youtube.com/watch?v=iXKkxZ7U-lo,https://open.spotify.com/track/0C9i6dklnUoFcp1jsP03ud,2016
B-52's,Dirty Back Road,1980,https://www.youtube.com/watch?v=4DjuHSknPMk,https://open.spotify.com/track/3AxvNPcZMFgRU2mWGh9Gxa,2016
B-52's,Love Shack,1989,https://www.youtube.com/watch?v=9SOryJvTAGs,https://open.spotify.com/track/64B4UbGRLtGRBtiN2m8OvF,2017
B-52's,Rock Lobster,1978,https://www.youtube.com/watch?v=n4QSYx4wVQg,https://open.spotify.com/track/4GxjWc51eJZjKUTCClw3c1,2020
B.B. King,Ain't Nobody Home,1971,https://www.youtube.com/watch?v=kAVDd8xmJL0,https://open.spotify.com/track/17A8DulC1HV6o7r25sFOWL,2016
B.B. King,The Thrill Is Gone,1969,https://www.youtube.com/watch?v=oica5jG7FpU,https://open.spotify.com/track/5RG93KCcBz5xCSlHvIYiGb,2019
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,1974,https://www.youtube.com/watch?v=4cia_v4vxfE,https://open.spotify.com/track/0HOrDVS349XFcpCYsO2hAP,2016
Bad Company,Feel Like Makin' Love,1975,https://www.youtube.com/watch?v=OEPvv9pjIoQ,https://open.spotify.com/track/3KPwt1LBpt1jVSHz8GXERo,2016
Balthazar,Do Not Claim Them Anymore,2012,https://www.youtube.com/watch?v=BETyaQWPULM,https://open.spotify.com/track/4UshS2R3hNsOrVtxlDF7cx,2016
Balthazar,Fever,2018,https://www.youtube.com/watch?v=z2X2HaTvkl8,https://open.spotify.com/track/4dbc47eDkRtaddUuS3CInF,2020
Balthazar,Wrong Vibration,2019,https://www.youtube.com/watch?v=TZkG4w0dm7M,https://open.spotify.com/track/69e4G5gZ3sWORr8TWcQ5dP,2020
Band,The Night They Drove Old Dixie Down,1969,https://www.youtube.com/watch?v=jREUrbGGrgM,https://open.spotify.com/track/2nvcTDmZkRWKNMAL29sLHo,2016
Band,The Weight,1968,https://www.youtube.com/watch?v=q-w9OclUnns,https://open.spotify.com/track/2UgZeV435iztRTLrUeOrtk,2016
Band Of Horses,The Funeral,2006,https://www.youtube.com/watch?v=cMFWFhTFohk,https://open.spotify.com/track/5lRzWDEe7UuedU2QPsFg0K,2017
Bangles,Eternal Flame,1989,https://www.youtube.com/watch?v=PSoOFn3wQV4,https://open.spotify.com/track/5MoDQWMDMaAGDEiWsJfeCi,2017
Bangles,Walk Like An Egyptian,1986,https://www.youtube.com/watch?v=Cv6tuzHUuuk,https://open.spotify.com/track/1Jwc3ODLQxtbnS8M9TflSP,2023
Barry McGuire,Eve Of Destruction,1965,https://www.youtube.com/watch?v=qfZVu0alU0I,https://open.spotify.com/track/1Zi2ezNOqt9y9irC11xYpN,2017
Barry Ryan,Eloise,1968,https://www.youtube.com/watch?v=-D24yIYiVBc,https://open.spotify.com/track/1svB1gR5yFsNgoBxRevt3n,2016
Barry White,"You're The First, The Last, My Everything",1974,https://www.youtube.com/watch?v=tB54XUhA9_w,https://open.spotify.com/track/3rqXP37YkEnizabzjM7uIu,2017
Bart Peeters,Dicht Bij Mij (Live In De Lotto Arena),2020,https://www.youtube.com/watch?v=_ydJfJFqn64,https://open.spotify.com/track/6fIYCsXGPZIT0wHKQQqlel,2023
Bart Peeters,Heist Aan Zee,2002,https://www.youtube.com/watch?v=tykABErJuUs,https://open.spotify.com/track/1lpsBiGDiU9v9CZEsFSBnf,2016
Bart Peeters,Lepeltjesgewijs,2014,https://www.youtube.com/watch?v=sLZonEyrgFc,https://open.spotify.com/track/042XuXXZ1QLZmojA99TKwE,2017
Bart Peeters,Poolijs,2002,https://www.youtube.com/watch?v=QMrqCrt4rTQ,https://open.spotify.com/track/0UjYLOWlnLoKV3CAvUmnFL,2018
Bastille,Pompeii,2013,https://www.youtube.com/watch?v=F90Cw4l-8NY,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795,2018
Baz Luhrmann,Everybody's Free (To Wear Sunscreen),1998,https://www.youtube.com/watch?v=sTJ7AzBIJoI,https://open.spotify.com/track/2atI97Vte188J0ZfswEirl,2022
Bazart,Goud,2015,https://www.youtube.com/watch?v=pew1rERKHMo,https://open.spotify.com/track/7mrKDTg9hyGJYwNWPczjQT,2018
Beach Boys,God Only Knows,1966,https://www.youtube.com/watch?v=NADx3-qRxek,https://open.spotify.com/track/1Umw3vhysHBodpBFpFsVgK,2016
Beach Boys,Good Vibrations,1966,https://www.youtube.com/watch?v=Eab_beh07HU,https://open.spotify.com/track/6aU6a9tdn2vHhnPGlboFZX,2016
Beach Boys,Sloop John B,1966,https://www.youtube.com/watch?v=nSAoEf1Ib58,https://open.spotify.com/track/2ULL3VZf4WwBKO4vjwT7Bg,2017
Beastie Boys,Sabotage,1994,https://www.youtube.com/watch?v=z5rRZdiu1UE,https://open.spotify.com/track/0Puj4YlTm6xNzDDADXHMI9,2016
Beatles,A Day In The Life,1967,https://www.youtube.com/watch?v=usNsCeOV4GM,https://open.spotify.com/track/0hKRSZhUGEhKU6aNSPBACZ,2016
Beatles,A Hard Day's Night,1964,https://www.youtube.com/watch?v=Yjyj8qnqkYI,https://open.spotify.com/track/5J2CHimS7dWYMImCHkEFaJ,2016
Beatles,Across The Universe,1970,https://www.youtube.com/watch?v=90M60PzmxEE,https://open.spotify.com/track/4dkoqJrP0L8FXftrMZongF,2017
Beatles,All You Need Is Love,1967,https://www.youtube.com/watch?v=_7xMfIp-irg,https://open.spotify.com/track/68BTFws92cRztMS1oQ7Ewj,2016
Beatles,Blackbird,1968,https://www.youtube.com/watch?v=Man4Xw8Xypo,https://open.spotify.com/track/5jgFfDIR6FR0gvlA56Nakr,2016
Beatles,Come Together,1969,https://www.youtube.com/watch?v=45cYwDMibGo,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD,2016
Beatles,Drive My Car,1965,https://www.youtube.com/watch?v=kfSQkZuIx84,https://open.spotify.com/track/06ypiqmILMdVeaiErMFA91,2024
Beatles,Eight Days A Week,1965,https://www.youtube.com/watch?v=kle2xHhRHg4,https://open.spotify.com/track/1Dg4dFJr3HW7sbA7vPejre,2022
Beatles,Eleanor Rigby,1966,https://www.youtube.com/watch?v=HuS5NuXRb5Y,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W,2016
Beatles,Girl,1965,https://www.youtube.com/watch?v=-8l3ntDR_lI,https://open.spotify.com/track/6tQvjqDIK9GXWIC6mejms8,2019
Beatles,Happiness Is A Warm Gun,1968,https://www.youtube.com/watch?v=vdvnOH060Qg,https://open.spotify.com/track/71LsKf3xISiOlY1mj7FFPP,2018
Beatles,Help!,1965,https://www.youtube.com/watch?v=2Q_ZzBGPdqE,https://open.spotify.com/track/7DD7eSuYSC5xk2ArU62esN,2018
Beatles,Here Comes The Sun,1969,https://www.youtube.com/watch?v=KQetemT1sWc,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2,2016
Beatles,"Here, There And Everywhere",1966,https://www.youtube.com/watch?v=xdcSFVXd3MU,https://open.spotify.com/track/2B4Y9u4ERAFiMo13XPJyGP,2017
Beatles,Hey Jude,1968,https://www.youtube.com/watch?v=A_MjCqQoLLA,https://open.spotify.com/track/3m7V717IKZqZLW5qUIOxdD,2016
Beatles,I Am The Walrus,1967,https://www.youtube.com/watch?v=t1Jm5epJr10,https://open.spotify.com/track/7qUPlJTYxDRnpw3FKoWhm1,2016
Beatles,I Want To Hold Your Hand,1963,https://www.youtube.com/watch?v=jenWdylTtzs,https://open.spotify.com/track/4pbG9SUmWIvsROVLF0zF9s,2021
Beatles,In My Life,1965,https://www.youtube.com/watch?v=YBcdt6DsLQA,https://open.spotify.com/track/3KfbEIOC7YIv90FIfNSZpo,2016
Beatles,Lady Madonna,1968,https://www.youtube.com/watch?v=uLRiGX3L-kw,https://open.spotify.com/track/1raiIrqaqRAqZmQWZlLuBd,2021
Beatles,Let It Be,1970,https://www.youtube.com/watch?v=QDYfEBY9NM4,https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48,2016
Beatles,Lucy In The Sky With Diamonds,1967,https://www.youtube.com/watch?v=aGPTfxdw_lw,https://open.spotify.com/track/25yQPHgC35WNnnOUqFhgVR,2017
